date,last day of the month,dataset type,number of datasets
30/07/2016,0,x-msaccess,1
30/07/2016,0,vnd.google-earth.kml+xml,1
31/07/2016,1,zip,10985
31/07/2016,1,x-gzip,6403
31/07/2016,1,tsv,6396
31/07/2016,1,xml,826
31/07/2016,1,pdf,717
31/07/2016,1,csv,432
31/07/2016,1,html,356
31/07/2016,1,vnd.ms-excel,221
31/07/2016,1,rdf_xml,129
31/07/2016,1,sparql,32
31/07/2016,1,vnd.openxmlformats-officedocument.presentationml.presentation,31
31/07/2016,1,n3,28
31/07/2016,1,json,17
31/07/2016,1,plain,10
31/07/2016,1,vnd.openxmlformats-officedocument.spreadsheetml.sheet,7
31/07/2016,1,x-dbase,6
31/07/2016,1,rss+xml,6
31/07/2016,1,x-qgis,6
31/07/2016,1,rdf,5
31/07/2016,1,tiff,5
31/07/2016,1,ms-word,3
31/07/2016,1,octet-stream,3
31/07/2016,1,png,1
31/07/2016,1,x-msaccess,1
31/07/2016,1,x-mxd,1
31/07/2016,1,x-n3,1
31/07/2016,1,msaccess,1
01/08/2016,0,zip,10985
01/08/2016,0,x-gzip,6403
01/08/2016,0,tsv,6396
01/08/2016,0,xml,826
01/08/2016,0,pdf,717
01/08/2016,0,csv,432
01/08/2016,0,html,356
01/08/2016,0,vnd.ms-excel,221
01/08/2016,0,rdf_xml,129
01/08/2016,0,sparql,32
01/08/2016,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
01/08/2016,0,n3,28
01/08/2016,0,json,17
01/08/2016,0,plain,10
01/08/2016,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,7
01/08/2016,0,x-dbase,6
01/08/2016,0,rss+xml,6
01/08/2016,0,x-qgis,6
01/08/2016,0,rdf,5
01/08/2016,0,tiff,5
01/08/2016,0,ms-word,3
01/08/2016,0,octet-stream,3
01/08/2016,0,png,1
01/08/2016,0,x-msaccess,1
01/08/2016,0,x-mxd,1
01/08/2016,0,x-n3,1
01/08/2016,0,msaccess,1
02/08/2016,0,zip,10991
02/08/2016,0,x-gzip,6402
02/08/2016,0,tsv,6395
02/08/2016,0,xml,826
02/08/2016,0,pdf,717
02/08/2016,0,csv,432
02/08/2016,0,html,356
02/08/2016,0,vnd.ms-excel,221
02/08/2016,0,rdf_xml,129
02/08/2016,0,sparql,32
02/08/2016,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
02/08/2016,0,n3,28
02/08/2016,0,json,17
02/08/2016,0,plain,10
02/08/2016,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,7
02/08/2016,0,x-dbase,6
02/08/2016,0,rss+xml,6
02/08/2016,0,x-qgis,6
02/08/2016,0,rdf,5
02/08/2016,0,tiff,5
02/08/2016,0,ms-word,3
02/08/2016,0,octet-stream,3
02/08/2016,0,png,1
02/08/2016,0,x-msaccess,1
02/08/2016,0,x-mxd,1
02/08/2016,0,x-n3,1
02/08/2016,0,msaccess,1
03/08/2016,0,zip,11003
03/08/2016,0,x-gzip,6414
03/08/2016,0,tsv,6407
03/08/2016,0,xml,826
03/08/2016,0,pdf,717
03/08/2016,0,csv,432
03/08/2016,0,html,356
03/08/2016,0,vnd.ms-excel,221
03/08/2016,0,rdf_xml,129
03/08/2016,0,sparql,32
03/08/2016,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
03/08/2016,0,n3,28
03/08/2016,0,json,17
03/08/2016,0,plain,10
03/08/2016,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,7
03/08/2016,0,x-dbase,6
03/08/2016,0,rss+xml,6
03/08/2016,0,x-qgis,6
03/08/2016,0,rdf,5
03/08/2016,0,tiff,5
03/08/2016,0,ms-word,3
03/08/2016,0,octet-stream,3
03/08/2016,0,png,1
03/08/2016,0,x-msaccess,1
03/08/2016,0,x-mxd,1
03/08/2016,0,x-n3,1
03/08/2016,0,msaccess,1
04/08/2016,0,zip,11003
04/08/2016,0,x-gzip,6414
04/08/2016,0,tsv,6407
04/08/2016,0,xml,825
04/08/2016,0,pdf,717
04/08/2016,0,csv,432
04/08/2016,0,html,356
04/08/2016,0,vnd.ms-excel,221
04/08/2016,0,rdf_xml,129
04/08/2016,0,sparql,32
04/08/2016,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
04/08/2016,0,n3,28
04/08/2016,0,json,17
04/08/2016,0,plain,10
04/08/2016,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,7
04/08/2016,0,x-dbase,6
04/08/2016,0,rss+xml,6
04/08/2016,0,x-qgis,6
04/08/2016,0,rdf,5
04/08/2016,0,tiff,5
04/08/2016,0,ms-word,3
04/08/2016,0,octet-stream,3
04/08/2016,0,png,1
04/08/2016,0,x-msaccess,1
04/08/2016,0,x-mxd,1
04/08/2016,0,x-n3,1
04/08/2016,0,msaccess,1
05/08/2016,0,zip,11004
05/08/2016,0,x-gzip,6415
05/08/2016,0,tsv,6408
05/08/2016,0,xml,825
05/08/2016,0,pdf,716
05/08/2016,0,csv,432
05/08/2016,0,html,356
05/08/2016,0,vnd.ms-excel,221
05/08/2016,0,rdf_xml,129
05/08/2016,0,sparql,32
05/08/2016,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
05/08/2016,0,n3,28
05/08/2016,0,json,17
05/08/2016,0,plain,10
05/08/2016,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,7
05/08/2016,0,x-dbase,6
05/08/2016,0,rss+xml,6
05/08/2016,0,x-qgis,6
05/08/2016,0,rdf,5
05/08/2016,0,tiff,5
05/08/2016,0,ms-word,3
05/08/2016,0,octet-stream,3
05/08/2016,0,png,1
05/08/2016,0,x-msaccess,1
05/08/2016,0,x-mxd,1
05/08/2016,0,x-n3,1
05/08/2016,0,msaccess,1
06/08/2016,0,zip,11002
06/08/2016,0,x-gzip,6413
06/08/2016,0,tsv,6406
06/08/2016,0,xml,824
06/08/2016,0,pdf,718
06/08/2016,0,csv,432
06/08/2016,0,html,355
06/08/2016,0,vnd.ms-excel,221
06/08/2016,0,rdf_xml,128
06/08/2016,0,sparql,32
06/08/2016,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
06/08/2016,0,n3,28
06/08/2016,0,json,17
06/08/2016,0,plain,10
06/08/2016,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,7
06/08/2016,0,x-dbase,6
06/08/2016,0,rss+xml,6
06/08/2016,0,x-qgis,6
06/08/2016,0,rdf,5
06/08/2016,0,tiff,5
06/08/2016,0,ms-word,3
06/08/2016,0,octet-stream,3
06/08/2016,0,png,1
06/08/2016,0,x-msaccess,1
06/08/2016,0,x-mxd,1
06/08/2016,0,x-n3,1
06/08/2016,0,msaccess,1
07/08/2016,0,zip,11002
07/08/2016,0,x-gzip,6413
07/08/2016,0,tsv,6406
07/08/2016,0,xml,824
07/08/2016,0,pdf,718
07/08/2016,0,csv,432
07/08/2016,0,html,355
07/08/2016,0,vnd.ms-excel,221
07/08/2016,0,rdf_xml,128
07/08/2016,0,sparql,32
07/08/2016,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
07/08/2016,0,n3,28
07/08/2016,0,json,17
07/08/2016,0,plain,10
07/08/2016,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,7
07/08/2016,0,x-dbase,6
07/08/2016,0,rss+xml,6
07/08/2016,0,x-qgis,6
07/08/2016,0,rdf,5
07/08/2016,0,tiff,5
07/08/2016,0,ms-word,3
07/08/2016,0,octet-stream,3
07/08/2016,0,png,1
07/08/2016,0,x-msaccess,1
07/08/2016,0,x-mxd,1
07/08/2016,0,x-n3,1
07/08/2016,0,msaccess,1
08/08/2016,0,zip,11002
08/08/2016,0,x-gzip,6413
08/08/2016,0,tsv,6406
08/08/2016,0,xml,824
08/08/2016,0,pdf,718
08/08/2016,0,csv,432
08/08/2016,0,html,355
08/08/2016,0,vnd.ms-excel,221
08/08/2016,0,rdf_xml,128
08/08/2016,0,sparql,32
08/08/2016,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
08/08/2016,0,n3,28
08/08/2016,0,json,17
08/08/2016,0,plain,10
08/08/2016,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,7
08/08/2016,0,x-dbase,6
08/08/2016,0,rss+xml,6
08/08/2016,0,x-qgis,6
08/08/2016,0,rdf,5
08/08/2016,0,tiff,5
08/08/2016,0,ms-word,3
08/08/2016,0,octet-stream,3
08/08/2016,0,png,1
08/08/2016,0,x-msaccess,1
08/08/2016,0,x-mxd,1
08/08/2016,0,x-n3,1
08/08/2016,0,msaccess,1
09/08/2016,0,zip,11002
09/08/2016,0,x-gzip,6413
09/08/2016,0,tsv,6406
09/08/2016,0,xml,824
09/08/2016,0,pdf,718
09/08/2016,0,csv,432
09/08/2016,0,html,355
09/08/2016,0,vnd.ms-excel,221
09/08/2016,0,rdf_xml,128
09/08/2016,0,sparql,32
09/08/2016,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
09/08/2016,0,n3,28
09/08/2016,0,json,17
09/08/2016,0,plain,10
09/08/2016,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,7
09/08/2016,0,x-dbase,6
09/08/2016,0,rss+xml,6
09/08/2016,0,x-qgis,6
09/08/2016,0,rdf,5
09/08/2016,0,tiff,5
09/08/2016,0,ms-word,3
09/08/2016,0,octet-stream,3
09/08/2016,0,png,1
09/08/2016,0,x-msaccess,1
09/08/2016,0,x-mxd,1
09/08/2016,0,x-n3,1
09/08/2016,0,msaccess,1
10/08/2016,0,zip,11002
10/08/2016,0,x-gzip,6413
10/08/2016,0,tsv,6406
10/08/2016,0,xml,824
10/08/2016,0,pdf,718
10/08/2016,0,csv,432
10/08/2016,0,html,355
10/08/2016,0,vnd.ms-excel,221
10/08/2016,0,rdf_xml,128
10/08/2016,0,sparql,32
10/08/2016,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
10/08/2016,0,n3,28
10/08/2016,0,json,17
10/08/2016,0,plain,10
10/08/2016,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,7
10/08/2016,0,x-dbase,6
10/08/2016,0,rss+xml,6
10/08/2016,0,x-qgis,6
10/08/2016,0,rdf,5
10/08/2016,0,tiff,5
10/08/2016,0,ms-word,3
10/08/2016,0,octet-stream,3
10/08/2016,0,png,1
10/08/2016,0,x-msaccess,1
10/08/2016,0,x-mxd,1
10/08/2016,0,x-n3,1
10/08/2016,0,msaccess,1
11/08/2016,0,zip,11002
11/08/2016,0,x-gzip,6413
11/08/2016,0,tsv,6406
11/08/2016,0,xml,824
11/08/2016,0,pdf,718
11/08/2016,0,csv,432
11/08/2016,0,html,355
11/08/2016,0,vnd.ms-excel,221
11/08/2016,0,rdf_xml,128
11/08/2016,0,sparql,32
11/08/2016,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
11/08/2016,0,n3,28
11/08/2016,0,json,17
11/08/2016,0,plain,10
11/08/2016,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,7
11/08/2016,0,x-dbase,6
11/08/2016,0,rss+xml,6
11/08/2016,0,x-qgis,6
11/08/2016,0,rdf,5
11/08/2016,0,tiff,5
11/08/2016,0,ms-word,3
11/08/2016,0,octet-stream,3
11/08/2016,0,png,1
11/08/2016,0,x-msaccess,1
11/08/2016,0,x-mxd,1
11/08/2016,0,x-n3,1
11/08/2016,0,msaccess,1
12/08/2016,0,zip,11004
12/08/2016,0,x-gzip,6415
12/08/2016,0,tsv,6408
12/08/2016,0,xml,824
12/08/2016,0,pdf,718
12/08/2016,0,csv,432
12/08/2016,0,html,355
12/08/2016,0,vnd.ms-excel,221
12/08/2016,0,rdf_xml,128
12/08/2016,0,sparql,32
12/08/2016,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
12/08/2016,0,n3,28
12/08/2016,0,json,17
12/08/2016,0,plain,10
12/08/2016,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,7
12/08/2016,0,x-dbase,6
12/08/2016,0,rss+xml,6
12/08/2016,0,x-qgis,6
12/08/2016,0,rdf,5
12/08/2016,0,tiff,5
12/08/2016,0,ms-word,3
12/08/2016,0,octet-stream,3
12/08/2016,0,png,1
12/08/2016,0,x-msaccess,1
12/08/2016,0,x-mxd,1
12/08/2016,0,x-n3,1
12/08/2016,0,msaccess,1
13/08/2016,0,zip,11004
13/08/2016,0,x-gzip,6415
13/08/2016,0,tsv,6408
13/08/2016,0,xml,824
13/08/2016,0,pdf,718
13/08/2016,0,csv,432
13/08/2016,0,html,355
13/08/2016,0,vnd.ms-excel,221
13/08/2016,0,rdf_xml,128
13/08/2016,0,sparql,32
13/08/2016,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
13/08/2016,0,n3,28
13/08/2016,0,json,17
13/08/2016,0,plain,10
13/08/2016,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,7
13/08/2016,0,x-dbase,6
13/08/2016,0,rss+xml,6
13/08/2016,0,x-qgis,6
13/08/2016,0,rdf,5
13/08/2016,0,tiff,5
13/08/2016,0,ms-word,3
13/08/2016,0,octet-stream,3
13/08/2016,0,png,1
13/08/2016,0,x-msaccess,1
13/08/2016,0,x-mxd,1
13/08/2016,0,x-n3,1
13/08/2016,0,msaccess,1
14/08/2016,0,zip,11004
14/08/2016,0,x-gzip,6415
14/08/2016,0,tsv,6408
14/08/2016,0,xml,824
14/08/2016,0,pdf,718
14/08/2016,0,csv,432
14/08/2016,0,html,355
14/08/2016,0,vnd.ms-excel,221
14/08/2016,0,rdf_xml,128
14/08/2016,0,sparql,32
14/08/2016,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
14/08/2016,0,n3,28
14/08/2016,0,json,17
14/08/2016,0,plain,10
14/08/2016,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,7
14/08/2016,0,x-dbase,6
14/08/2016,0,rss+xml,6
14/08/2016,0,x-qgis,6
14/08/2016,0,rdf,5
14/08/2016,0,tiff,5
14/08/2016,0,ms-word,3
14/08/2016,0,octet-stream,3
14/08/2016,0,png,1
14/08/2016,0,x-msaccess,1
14/08/2016,0,x-mxd,1
14/08/2016,0,x-n3,1
14/08/2016,0,msaccess,1
15/08/2016,0,zip,11003
15/08/2016,0,x-gzip,6414
15/08/2016,0,tsv,6407
15/08/2016,0,xml,824
15/08/2016,0,pdf,718
15/08/2016,0,csv,432
15/08/2016,0,html,355
15/08/2016,0,vnd.ms-excel,221
15/08/2016,0,rdf_xml,128
15/08/2016,0,sparql,32
15/08/2016,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
15/08/2016,0,n3,28
15/08/2016,0,json,17
15/08/2016,0,plain,10
15/08/2016,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,7
15/08/2016,0,x-dbase,6
15/08/2016,0,rss+xml,6
15/08/2016,0,x-qgis,6
15/08/2016,0,rdf,5
15/08/2016,0,tiff,5
15/08/2016,0,ms-word,3
15/08/2016,0,octet-stream,3
15/08/2016,0,png,1
15/08/2016,0,x-msaccess,1
15/08/2016,0,x-mxd,1
15/08/2016,0,x-n3,1
15/08/2016,0,msaccess,1
16/08/2016,0,zip,11003
16/08/2016,0,x-gzip,6414
16/08/2016,0,tsv,6407
16/08/2016,0,xml,824
16/08/2016,0,pdf,718
16/08/2016,0,csv,432
16/08/2016,0,html,355
16/08/2016,0,vnd.ms-excel,221
16/08/2016,0,rdf_xml,128
16/08/2016,0,sparql,32
16/08/2016,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
16/08/2016,0,n3,28
16/08/2016,0,json,17
16/08/2016,0,plain,10
16/08/2016,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,7
16/08/2016,0,x-dbase,6
16/08/2016,0,rss+xml,6
16/08/2016,0,x-qgis,6
16/08/2016,0,rdf,5
16/08/2016,0,tiff,5
16/08/2016,0,ms-word,3
16/08/2016,0,octet-stream,3
16/08/2016,0,png,1
16/08/2016,0,x-msaccess,1
16/08/2016,0,x-mxd,1
16/08/2016,0,x-n3,1
16/08/2016,0,msaccess,1
17/08/2016,0,zip,11003
17/08/2016,0,x-gzip,6414
17/08/2016,0,tsv,6407
17/08/2016,0,xml,824
17/08/2016,0,pdf,718
17/08/2016,0,csv,432
17/08/2016,0,html,355
17/08/2016,0,vnd.ms-excel,221
17/08/2016,0,rdf_xml,128
17/08/2016,0,sparql,32
17/08/2016,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
17/08/2016,0,n3,28
17/08/2016,0,json,17
17/08/2016,0,plain,10
17/08/2016,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,7
17/08/2016,0,x-dbase,6
17/08/2016,0,rss+xml,6
17/08/2016,0,x-qgis,6
17/08/2016,0,rdf,5
17/08/2016,0,tiff,5
17/08/2016,0,ms-word,3
17/08/2016,0,octet-stream,3
17/08/2016,0,png,1
17/08/2016,0,x-msaccess,1
17/08/2016,0,x-mxd,1
17/08/2016,0,x-n3,1
17/08/2016,0,msaccess,1
18/08/2016,0,zip,11003
18/08/2016,0,x-gzip,6414
18/08/2016,0,tsv,6407
18/08/2016,0,xml,824
18/08/2016,0,pdf,718
18/08/2016,0,csv,432
18/08/2016,0,html,355
18/08/2016,0,vnd.ms-excel,221
18/08/2016,0,rdf_xml,128
18/08/2016,0,sparql,32
18/08/2016,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
18/08/2016,0,n3,28
18/08/2016,0,json,17
18/08/2016,0,plain,10
18/08/2016,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,7
18/08/2016,0,x-dbase,6
18/08/2016,0,rss+xml,6
18/08/2016,0,x-qgis,6
18/08/2016,0,rdf,5
18/08/2016,0,tiff,5
18/08/2016,0,ms-word,3
18/08/2016,0,octet-stream,3
18/08/2016,0,png,1
18/08/2016,0,x-msaccess,1
18/08/2016,0,x-mxd,1
18/08/2016,0,x-n3,1
18/08/2016,0,msaccess,1
19/08/2016,0,zip,11003
19/08/2016,0,x-gzip,6414
19/08/2016,0,tsv,6407
19/08/2016,0,xml,825
19/08/2016,0,pdf,718
19/08/2016,0,csv,432
19/08/2016,0,html,355
19/08/2016,0,vnd.ms-excel,221
19/08/2016,0,rdf_xml,128
19/08/2016,0,sparql,32
19/08/2016,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
19/08/2016,0,n3,28
19/08/2016,0,json,17
19/08/2016,0,plain,10
19/08/2016,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,7
19/08/2016,0,x-dbase,6
19/08/2016,0,rss+xml,6
19/08/2016,0,x-qgis,6
19/08/2016,0,rdf,5
19/08/2016,0,tiff,5
19/08/2016,0,ms-word,3
19/08/2016,0,octet-stream,3
19/08/2016,0,png,1
19/08/2016,0,x-msaccess,1
19/08/2016,0,x-mxd,1
19/08/2016,0,x-n3,1
19/08/2016,0,msaccess,1
20/08/2016,0,zip,10994
20/08/2016,0,x-gzip,6412
20/08/2016,0,tsv,6405
20/08/2016,0,xml,825
20/08/2016,0,pdf,717
20/08/2016,0,csv,429
20/08/2016,0,html,355
20/08/2016,0,vnd.ms-excel,218
20/08/2016,0,rdf_xml,128
20/08/2016,0,sparql,32
20/08/2016,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
20/08/2016,0,n3,28
20/08/2016,0,json,17
20/08/2016,0,plain,10
20/08/2016,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,7
20/08/2016,0,rss+xml,6
20/08/2016,0,tiff,5
20/08/2016,0,rdf,5
20/08/2016,0,x-dbase,5
20/08/2016,0,x-qgis,5
20/08/2016,0,ms-word,3
20/08/2016,0,x-msaccess,1
20/08/2016,0,x-mxd,1
20/08/2016,0,x-n3,1
21/08/2016,0,zip,10995
21/08/2016,0,x-gzip,6413
21/08/2016,0,tsv,6406
21/08/2016,0,xml,825
21/08/2016,0,pdf,717
21/08/2016,0,csv,429
21/08/2016,0,html,355
21/08/2016,0,vnd.ms-excel,218
21/08/2016,0,rdf_xml,128
21/08/2016,0,sparql,32
21/08/2016,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
21/08/2016,0,n3,28
21/08/2016,0,json,17
21/08/2016,0,plain,10
21/08/2016,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,7
21/08/2016,0,rss+xml,6
21/08/2016,0,tiff,5
21/08/2016,0,rdf,5
21/08/2016,0,x-dbase,5
21/08/2016,0,x-qgis,5
21/08/2016,0,ms-word,3
21/08/2016,0,x-msaccess,1
21/08/2016,0,x-mxd,1
21/08/2016,0,x-n3,1
22/08/2016,0,zip,10995
22/08/2016,0,x-gzip,6413
22/08/2016,0,tsv,6406
22/08/2016,0,xml,825
22/08/2016,0,pdf,717
22/08/2016,0,csv,429
22/08/2016,0,html,355
22/08/2016,0,vnd.ms-excel,218
22/08/2016,0,rdf_xml,128
22/08/2016,0,sparql,32
22/08/2016,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
22/08/2016,0,n3,28
22/08/2016,0,json,17
22/08/2016,0,plain,10
22/08/2016,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,7
22/08/2016,0,rss+xml,6
22/08/2016,0,tiff,5
22/08/2016,0,rdf,5
22/08/2016,0,x-dbase,5
22/08/2016,0,x-qgis,5
22/08/2016,0,ms-word,3
22/08/2016,0,x-msaccess,1
22/08/2016,0,x-mxd,1
22/08/2016,0,x-n3,1
23/08/2016,0,zip,10995
23/08/2016,0,x-gzip,6413
23/08/2016,0,tsv,6406
23/08/2016,0,xml,825
23/08/2016,0,pdf,717
23/08/2016,0,csv,429
23/08/2016,0,html,355
23/08/2016,0,vnd.ms-excel,218
23/08/2016,0,rdf_xml,128
23/08/2016,0,sparql,32
23/08/2016,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
23/08/2016,0,n3,28
23/08/2016,0,json,17
23/08/2016,0,plain,10
23/08/2016,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,7
23/08/2016,0,rss+xml,6
23/08/2016,0,tiff,5
23/08/2016,0,rdf,5
23/08/2016,0,x-dbase,5
23/08/2016,0,x-qgis,5
23/08/2016,0,ms-word,3
23/08/2016,0,x-msaccess,1
23/08/2016,0,x-mxd,1
23/08/2016,0,x-n3,1
24/08/2016,0,zip,10995
24/08/2016,0,x-gzip,6413
24/08/2016,0,tsv,6406
24/08/2016,0,xml,825
24/08/2016,0,pdf,717
24/08/2016,0,csv,429
24/08/2016,0,html,355
24/08/2016,0,vnd.ms-excel,218
24/08/2016,0,rdf_xml,128
24/08/2016,0,sparql,32
24/08/2016,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
24/08/2016,0,n3,28
24/08/2016,0,json,17
24/08/2016,0,plain,10
24/08/2016,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,7
24/08/2016,0,rss+xml,6
24/08/2016,0,tiff,5
24/08/2016,0,rdf,5
24/08/2016,0,x-dbase,5
24/08/2016,0,x-qgis,5
24/08/2016,0,ms-word,3
24/08/2016,0,x-msaccess,1
24/08/2016,0,x-mxd,1
24/08/2016,0,x-n3,1
25/08/2016,0,zip,10994
25/08/2016,0,x-gzip,6412
25/08/2016,0,tsv,6405
25/08/2016,0,xml,825
25/08/2016,0,pdf,717
25/08/2016,0,csv,429
25/08/2016,0,html,355
25/08/2016,0,vnd.ms-excel,218
25/08/2016,0,rdf_xml,128
25/08/2016,0,sparql,32
25/08/2016,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
25/08/2016,0,n3,28
25/08/2016,0,json,17
25/08/2016,0,plain,10
25/08/2016,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,7
25/08/2016,0,rss+xml,6
25/08/2016,0,tiff,5
25/08/2016,0,rdf,5
25/08/2016,0,x-dbase,5
25/08/2016,0,x-qgis,5
25/08/2016,0,ms-word,3
25/08/2016,0,x-msaccess,1
25/08/2016,0,x-mxd,1
25/08/2016,0,x-n3,1
26/08/2016,0,zip,10994
26/08/2016,0,x-gzip,6412
26/08/2016,0,tsv,6405
26/08/2016,0,xml,825
26/08/2016,0,pdf,717
26/08/2016,0,csv,429
26/08/2016,0,html,355
26/08/2016,0,vnd.ms-excel,218
26/08/2016,0,rdf_xml,128
26/08/2016,0,sparql,32
26/08/2016,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
26/08/2016,0,n3,28
26/08/2016,0,json,17
26/08/2016,0,plain,10
26/08/2016,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,7
26/08/2016,0,rss+xml,6
26/08/2016,0,tiff,5
26/08/2016,0,rdf,5
26/08/2016,0,x-dbase,5
26/08/2016,0,x-qgis,5
26/08/2016,0,ms-word,3
26/08/2016,0,x-msaccess,1
26/08/2016,0,x-mxd,1
26/08/2016,0,x-n3,1
27/08/2016,0,zip,10994
27/08/2016,0,x-gzip,6412
27/08/2016,0,tsv,6405
27/08/2016,0,xml,825
27/08/2016,0,pdf,717
27/08/2016,0,csv,429
27/08/2016,0,html,355
27/08/2016,0,vnd.ms-excel,218
27/08/2016,0,rdf_xml,128
27/08/2016,0,sparql,32
27/08/2016,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
27/08/2016,0,n3,28
27/08/2016,0,json,17
27/08/2016,0,plain,10
27/08/2016,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,7
27/08/2016,0,rss+xml,6
27/08/2016,0,tiff,5
27/08/2016,0,rdf,5
27/08/2016,0,x-dbase,5
27/08/2016,0,x-qgis,5
27/08/2016,0,ms-word,3
27/08/2016,0,x-msaccess,1
27/08/2016,0,x-mxd,1
27/08/2016,0,x-n3,1
28/08/2016,0,zip,10994
28/08/2016,0,x-gzip,6412
28/08/2016,0,tsv,6405
28/08/2016,0,xml,825
28/08/2016,0,pdf,717
28/08/2016,0,csv,429
28/08/2016,0,html,355
28/08/2016,0,vnd.ms-excel,218
28/08/2016,0,rdf_xml,128
28/08/2016,0,sparql,32
28/08/2016,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
28/08/2016,0,n3,28
28/08/2016,0,json,17
28/08/2016,0,plain,10
28/08/2016,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,7
28/08/2016,0,rss+xml,6
28/08/2016,0,tiff,5
28/08/2016,0,rdf,5
28/08/2016,0,x-dbase,5
28/08/2016,0,x-qgis,5
28/08/2016,0,ms-word,3
28/08/2016,0,x-msaccess,1
28/08/2016,0,x-mxd,1
28/08/2016,0,x-n3,1
29/08/2016,1,zip,10994
29/08/2016,1,x-gzip,6412
29/08/2016,1,tsv,6405
29/08/2016,1,xml,825
29/08/2016,1,pdf,717
29/08/2016,1,csv,429
29/08/2016,1,html,355
29/08/2016,1,vnd.ms-excel,218
29/08/2016,1,rdf_xml,128
29/08/2016,1,sparql,32
29/08/2016,1,vnd.openxmlformats-officedocument.presentationml.presentation,31
29/08/2016,1,n3,28
29/08/2016,1,json,17
29/08/2016,1,plain,10
29/08/2016,1,vnd.openxmlformats-officedocument.spreadsheetml.sheet,7
29/08/2016,1,rss+xml,6
29/08/2016,1,tiff,5
29/08/2016,1,rdf,5
29/08/2016,1,x-dbase,5
29/08/2016,1,x-qgis,5
29/08/2016,1,ms-word,3
29/08/2016,1,x-msaccess,1
29/08/2016,1,x-mxd,1
29/08/2016,1,x-n3,1
06/09/2016,0,zip,11000
06/09/2016,0,x-gzip,6418
06/09/2016,0,tsv,6411
06/09/2016,0,xml,825
06/09/2016,0,pdf,717
06/09/2016,0,csv,429
06/09/2016,0,html,355
06/09/2016,0,vnd.ms-excel,218
06/09/2016,0,rdf_xml,128
06/09/2016,0,sparql,32
06/09/2016,0,vnd.openxmlformats-officedocument.presentationml.presentation,31
06/09/2016,0,n3,28
06/09/2016,0,json,17
06/09/2016,0,plain,10
06/09/2016,0,vnd.openxmlformats-officedocument.spreadsheetml.sheet,7
06/09/2016,0,rss+xml,6
06/09/2016,0,tiff,5
06/09/2016,0,rdf,5
